2024-08-01T00:00:00.097000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000378341
2025-01-31T09:00:00.081000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0002338721
2025-01-31T10:00:00+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0003387005
2025-01-31T11:00:00.004000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0005487262
2025-01-31T12:00:00.042000+00:00 → rate: 0.00001957, annualized: 17.1433%, premium: 0.0006565599
2025-01-31T13:00:00.085000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0005845816
2025-01-31T14:00:00.033000+00:00 → rate: 0.00001480, annualized: 12.9680%, premium: 0.000618429
2025-01-31T15:00:00.053000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0004817068
2025-01-31T16:00:00.096000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.000514392
2025-01-31T17:00:00.118000+00:00 → rate: 0.00001869, annualized: 16.3767%, premium: 0.0006495589
2025-01-31T18:00:00.195000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0003285511
2025-01-31T19:00:00.012000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0002778765
2025-01-31T20:00:00.009000+00:00 → rate: 0.00001980, annualized: 17.3444%, premium: 0.0006583969
2025-01-31T21:00:00.073000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0005636748
2025-01-31T22:00:00.082000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0004932673
2025-01-31T23:00:00+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0005946829
2025-02-01T00:00:00.026000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0003345374
2025-02-01T01:00:00.064000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0003964089
2025-02-01T02:00:00.085000+00:00 → rate: 0.00001401, annualized: 12.2771%, premium: 0.000612119
2025-02-01T03:00:00.076000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0005750872
2025-02-01T04:00:00.013000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0003844644
2025-02-01T05:00:00.078000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0002732428
2025-02-01T06:00:00.093000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0002477362
2025-02-01T07:00:00.166000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0002357188
2025-02-01T08:00:00.046000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0002332425
2025-02-01T09:00:00.157000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001244135
2025-02-01T10:00:00.009000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000549163
2025-02-01T11:00:00.043000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000372239
2025-02-01T12:00:00.101000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000337104
2025-02-01T13:00:00.010000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000793217
2025-02-01T14:00:00.011000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001254761
2025-02-01T15:00:00.124000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000180062
2025-02-01T16:00:00.196000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002620041
2025-02-01T17:00:00.041000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002772047
2025-02-01T18:00:00.083000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001876995
2025-02-01T19:00:00.008000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001535408
2025-02-01T20:00:00.027000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002159444
2025-02-01T21:00:00.041000+00:00 → rate: -0.00000564, annualized: -4.9407%, premium: -0.0005451209
2025-02-01T22:00:00.078000+00:00 → rate: 0.00000578, annualized: 5.0611%, premium: -0.0004537799
2025-02-01T23:00:00.138000+00:00 → rate: -0.00001655, annualized: -14.5019%, premium: -0.0006324373
2025-02-02T00:00:00.188000+00:00 → rate: -0.00001352, annualized: -11.8427%, premium: -0.000608153
2025-02-02T01:00:00.075000+00:00 → rate: 0.00000745, annualized: 6.5256%, premium: -0.0004404056
2025-02-02T02:00:00.181000+00:00 → rate: -0.00000290, annualized: -2.5422%, premium: -0.0005232161
2025-02-02T03:00:00.104000+00:00 → rate: -0.00001633, annualized: -14.3018%, premium: -0.0006306106
2025-02-02T04:00:00.006000+00:00 → rate: -0.00002116, annualized: -18.5383%, premium: -0.0006692998
2025-02-02T05:00:00.025000+00:00 → rate: 0.00000809, annualized: 7.0829%, premium: -0.0004353164
2025-02-02T06:00:00.030000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003513706
2025-02-02T07:00:00.106000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003071174
2025-02-02T08:00:00.018000+00:00 → rate: -0.00000453, annualized: -3.9657%, premium: -0.0005362171
2025-02-02T09:00:00.062000+00:00 → rate: 0.00000986, annualized: 8.6391%, premium: -0.0004211036
2025-02-02T10:00:00.079000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002635919
2025-02-02T11:00:00.006000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003443172
2025-02-02T12:00:00.187000+00:00 → rate: -0.00000718, annualized: -6.2881%, premium: -0.0005574256
2025-02-02T13:00:00.045000+00:00 → rate: 0.00000254, annualized: 2.2291%, premium: -0.0004796434
2025-02-02T14:00:00.026000+00:00 → rate: 0.00000685, annualized: 5.9981%, premium: -0.0004452227
2025-02-02T15:00:00.044000+00:00 → rate: 0.00000591, annualized: 5.1785%, premium: -0.0004527078
2025-02-02T16:00:00.012000+00:00 → rate: 0.00000686, annualized: 6.0067%, premium: -0.0004451437
2025-02-02T17:00:00.164000+00:00 → rate: -0.00001278, annualized: -11.1915%, premium: -0.0006022057
2025-02-02T18:00:00.047000+00:00 → rate: -0.00001168, annualized: -10.2334%, premium: -0.0005934557
2025-02-02T19:00:00.079000+00:00 → rate: 0.00000350, annualized: 3.0691%, premium: -0.0004719722
2025-02-02T20:00:00.244000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003688481
2025-02-02T21:00:00.054000+00:00 → rate: -0.00001392, annualized: -12.1920%, premium: -0.0006113427
2025-02-02T22:00:00.157000+00:00 → rate: -0.00001538, annualized: -13.4773%, premium: -0.0006230798
2025-02-02T23:00:00.081000+00:00 → rate: 0.00000592, annualized: 5.1880%, premium: -0.0004526205
2025-02-03T00:00:00.021000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001046277
2025-02-03T01:00:00.171000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002018123
2025-02-03T02:00:00.015000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002009733
2025-02-03T03:00:00.083000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0005632985
2025-02-03T04:00:00.169000+00:00 → rate: 0.00002352, annualized: 20.6006%, premium: 0.0006881336
2025-02-03T05:00:00.032000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0002583965
2025-02-03T06:00:00.038000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001346832
2025-02-03T07:00:00.159000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003117123
2025-02-03T08:00:00.169000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001257528
2025-02-03T09:00:00.090000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000190395
2025-02-03T10:00:00.008000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002312685
2025-02-03T11:00:00.055000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001394327
2025-02-03T12:00:00.014000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001302097
2025-02-03T13:00:00.091000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003522299
2025-02-03T14:00:00.024000+00:00 → rate: 0.00000237, annualized: 2.0776%, premium: -0.0004810262
2025-02-03T15:00:00.082000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003109662
2025-02-03T16:00:00.068000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001332117
2025-02-03T17:00:00.026000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003450557
2025-02-03T18:00:00.048000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003734422
2025-02-03T19:00:00.109000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001903598
2025-02-03T20:00:00.037000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001784084
2025-02-03T21:00:00.067000+00:00 → rate: -0.00000738, annualized: -6.4630%, premium: -0.0005590233
2025-02-03T22:00:00.047000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002649479
2025-02-03T23:00:00.086000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000055895
2025-02-04T00:00:00.170000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002422878
2025-02-04T01:00:00.104000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003128052
2025-02-04T02:00:00.075000+00:00 → rate: 0.00000958, annualized: 8.3937%, premium: -0.0004233457
2025-02-04T03:00:00.165000+00:00 → rate: 0.00000154, annualized: 1.3459%, premium: -0.0004877092
2025-02-04T04:00:00.085000+00:00 → rate: 0.00000025, annualized: 0.2165%, premium: -0.0004980228
2025-02-04T05:00:00.080000+00:00 → rate: 0.00000152, annualized: 1.3324%, premium: -0.0004878322
2025-02-04T06:00:00.109000+00:00 → rate: -0.00002700, annualized: -23.6560%, premium: -0.0007160365
2025-02-04T07:00:00.060000+00:00 → rate: 0.00000699, annualized: 6.1258%, premium: -0.0004440572
2025-02-04T08:00:00.031000+00:00 → rate: 0.00000273, annualized: 2.3952%, premium: -0.0004781261
2025-02-04T09:00:00.070000+00:00 → rate: -0.00000034, annualized: -0.2935%, premium: -0.0005026802
2025-02-04T10:00:00.033000+00:00 → rate: 0.00000480, annualized: 4.2040%, premium: -0.0004616068
2025-02-04T11:00:00.055000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003939625
2025-02-04T12:00:00.088000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000200346
2025-02-04T13:00:00.100000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000942455
2025-02-04T14:00:00.246000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000214037
2025-02-04T15:00:00.040000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000505004
2025-02-04T16:00:00.059000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.000019363
2025-02-04T17:00:00.063000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000753407
2025-02-04T18:00:00.076000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0003237214
2025-02-04T19:00:00.074000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0004424925
2025-02-04T20:00:00.087000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.000424615
2025-02-04T21:00:00.005000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000033659
2025-02-04T22:00:00.113000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000260784
2025-02-04T23:00:00.060000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001925993
2025-02-05T00:00:00.003000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000036272
2025-02-05T01:00:00.029000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002041108
2025-02-05T02:00:00+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001506888
2025-02-05T03:00:00.035000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001061168
2025-02-05T04:00:00.032000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001819011
2025-02-05T05:00:00.103000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001859229
2025-02-05T06:00:00.097000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002228128
2025-02-05T07:00:00.021000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001684294
2025-02-05T08:00:00.079000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000018765
2025-02-05T09:00:00.067000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000325283
2025-02-05T10:00:00.129000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002481424
2025-02-05T11:00:00.107000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000241836
2025-02-05T12:00:00.048000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000003339
2025-02-05T13:00:00.015000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000137075
2025-02-05T14:00:00.025000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000204696
2025-02-05T15:00:00.152000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000987534
2025-02-05T16:00:00.083000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000277287
2025-02-05T17:00:00.122000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000185666
2025-02-05T18:00:00.063000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000309378
2025-02-05T19:00:00.017000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000991427
2025-02-05T20:00:00.089000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000255552
2025-02-05T21:00:00.060000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000362927
2025-02-05T22:00:00.004000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000388935
2025-02-05T23:00:00.195000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001134543
2025-02-06T00:00:00.090000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002079559
2025-02-06T01:00:00.072000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000604769
2025-02-06T02:00:00.065000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000129103
2025-02-06T03:00:00.074000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000913384
2025-02-06T04:00:00.004000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.000145332
2025-02-06T05:00:00.049000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001757118
2025-02-06T06:00:00.052000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000746046
2025-02-06T07:00:00.160000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001445359
2025-02-06T08:00:00.075000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001601996
2025-02-06T09:00:00.045000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000133397
2025-02-06T10:00:00.070000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001896411
2025-02-06T11:00:00.072000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001825842
2025-02-06T12:00:00.057000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000846175
2025-02-06T13:00:00.025000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001095804
2025-02-06T14:00:00.048000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000359612
2025-02-06T15:00:00.007000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001006743
2025-02-06T16:00:00.038000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000353525
2025-02-06T17:00:00.010000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000624008
2025-02-06T18:00:00.075000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000257724
2025-02-06T19:00:00.001000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0005009338
2025-02-06T20:00:00.074000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0003796572
2025-02-06T21:00:00.030000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0005202516
2025-02-06T22:00:00.045000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0004339263
2025-02-06T23:00:00.038000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0003573208
2025-02-07T00:00:00.068000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0003152363
2025-02-07T01:00:00.079000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0002944536
2025-02-07T02:00:00.030000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001234689
2025-02-07T03:00:00.041000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001548797
2025-02-07T04:00:00.030000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001520438
2025-02-07T05:00:00.124000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001041742
2025-02-07T06:00:00.151000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001213272
2025-02-07T07:00:00.009000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001933912
2025-02-07T08:00:00.098000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000863787
2025-02-07T09:00:00.008000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001020794
2025-02-07T10:00:00.090000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000856897
2025-02-07T11:00:00.129000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000463662
2025-02-07T12:00:00.025000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001126312
2025-02-07T13:00:00.113000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000751207
2025-02-07T14:00:00.035000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000364936
2025-02-07T15:00:00.049000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000209764
2025-02-07T16:00:00.015000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000974734
2025-02-07T17:00:00.106000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002467414
2025-02-07T18:00:00.016000+00:00 → rate: 0.00000010, annualized: 0.0918%, premium: -0.0004991618
2025-02-07T19:00:00.005000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003828114
2025-02-07T20:00:00.065000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003748534
2025-02-07T21:00:00.062000+00:00 → rate: 0.00000137, annualized: 1.1992%, premium: -0.0004890489
2025-02-07T22:00:00.078000+00:00 → rate: 0.00000808, annualized: 7.0803%, premium: -0.0004353403
2025-02-07T23:00:00.096000+00:00 → rate: 0.00000384, annualized: 3.3625%, premium: -0.0004692922
2025-02-08T00:00:00.061000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001154421
2025-02-08T01:00:00.270000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001280202
2025-02-08T02:00:00.081000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002151546
2025-02-08T03:00:00.085000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002553212
2025-02-08T04:00:00.068000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001303397
2025-02-08T05:00:00.066000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002594828
2025-02-08T06:00:00.016000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003211946
